geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL
Groningen,Total,Total,Total,75% - 80%,c00_preterm_birth,974,7.49486652977413,109.227243264207,Total,20,Vroeggeboorte
Groningen,Total,Total,Total,80% - 85%,c00_preterm_birth,974,6.26283367556468,118.744518894459,Total,20,Vroeggeboorte
Groningen,Total,Total,Total,85% - 90%,c00_preterm_birth,974,6.16016427104723,130.706296359957,Total,20,Vroeggeboorte
Groningen,Total,Total,Total,90% - 95%,c00_preterm_birth,974,6.46817248459959,149.496323065168,Total,20,Vroeggeboorte
Groningen,Total,Total,Total,95% - 100%,c00_preterm_birth,973,5.34429599177801,220.846465034373,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,0% - 5%,c00_preterm_birth,853,6.68229777256741,20.6866994059303,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,5% - 10%,c00_preterm_birth,853,6.79953106682298,30.6249073160509,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,10% - 15%,c00_preterm_birth,852,9.15492957746479,37.5217585879693,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,15% - 20%,c00_preterm_birth,852,6.69014084507042,44.9604863492533,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,20% - 25%,c00_preterm_birth,852,5.39906103286385,51.3915542284099,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,25% - 30%,c00_preterm_birth,852,7.15962441314554,57.000806508448,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,30% - 35%,c00_preterm_birth,852,5.04694835680751,62.3951151017328,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,35% - 40%,c00_preterm_birth,852,6.45539906103286,67.4431213201909,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,40% - 45%,c00_preterm_birth,852,5.39906103286385,72.2007801143267,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,45% - 50%,c00_preterm_birth,852,5.63380281690141,77.2087964541283,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,50% - 55%,c00_preterm_birth,852,7.74647887323944,82.585916170716,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,55% - 60%,c00_preterm_birth,852,6.10328638497653,87.6438372665873,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,60% - 65%,c00_preterm_birth,852,5.75117370892019,93.1689670401317,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,65% - 70%,c00_preterm_birth,852,5.39906103286385,99.1639327007925,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,70% - 75%,c00_preterm_birth,852,7.981220657277,105.966504606548,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,75% - 80%,c00_preterm_birth,852,6.33802816901408,113.79666363375,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,80% - 85%,c00_preterm_birth,852,7.15962441314554,123.046994030298,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,85% - 90%,c00_preterm_birth,852,4.81220657276995,134.736892270172,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,90% - 95%,c00_preterm_birth,852,6.8075117370892,153.802048762216,Total,20,Vroeggeboorte
Groningen,Total,Total,Two Parents,95% - 100%,c00_preterm_birth,852,5.51643192488263,227.062532340568,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,0% - 5%,c00_preterm_birth,629,7.79014308426073,21.2839404446157,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,5% - 10%,c00_preterm_birth,629,6.8362480127186,30.8021446273831,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,10% - 15%,c00_preterm_birth,629,9.85691573926868,38.7841687249921,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,15% - 20%,c00_preterm_birth,629,6.35930047694753,46.7797166464138,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,20% - 25%,c00_preterm_birth,629,7.31319554848967,53.6061470160002,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,25% - 30%,c00_preterm_birth,629,6.35930047694753,59.2821525792648,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,30% - 35%,c00_preterm_birth,629,5.24642289348172,64.6410947861782,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,35% - 40%,c00_preterm_birth,629,6.20031796502385,69.6916173041672,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,40% - 45%,c00_preterm_birth,629,4.29252782193959,74.3711216675588,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,45% - 50%,c00_preterm_birth,629,7.79014308426073,79.6152653236616,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,50% - 55%,c00_preterm_birth,629,4.76947535771065,84.7857132949406,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,55% - 60%,c00_preterm_birth,629,6.51828298887122,89.7589396935039,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,60% - 65%,c00_preterm_birth,629,6.04133545310016,95.6123468993606,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,65% - 70%,c00_preterm_birth,629,5.88235294117647,101.423389378547,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,70% - 75%,c00_preterm_birth,629,6.67726550079491,107.813931172039,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,75% - 80%,c00_preterm_birth,629,6.51828298887122,115.182904227986,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,80% - 85%,c00_preterm_birth,629,6.35930047694753,123.866487292784,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,85% - 90%,c00_preterm_birth,628,5.09554140127389,134.859935900968,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,90% - 95%,c00_preterm_birth,628,6.52866242038217,152.969566961614,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Total,95% - 100%,c00_preterm_birth,628,4.9363057324840804,223.632082105495,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,0% - 5%,c00_preterm_birth,580,7.06896551724138,24.3520357610666,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,5% - 10%,c00_preterm_birth,580,8.27586206896552,36.5340841200014,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,10% - 15%,c00_preterm_birth,580,6.89655172413793,45.6986075975593,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,15% - 20%,c00_preterm_birth,580,6.03448275862069,52.9635822021832,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,20% - 25%,c00_preterm_birth,580,6.89655172413793,58.6016693486383,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,25% - 30%,c00_preterm_birth,579,5.52677029360967,63.8790461758549,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,30% - 35%,c00_preterm_birth,579,5.35405872193437,68.8368122924531,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,35% - 40%,c00_preterm_birth,579,5.18134715025907,73.3625430609237,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,40% - 45%,c00_preterm_birth,579,6.21761658031088,78.2347122333169,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,45% - 50%,c00_preterm_birth,579,6.21761658031088,83.1801447322028,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,50% - 55%,c00_preterm_birth,579,5.69948186528497,87.8412992743278,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,55% - 60%,c00_preterm_birth,579,5.87219343696028,92.9802751020641,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,60% - 65%,c00_preterm_birth,579,5.69948186528497,98.5017849199008,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,65% - 70%,c00_preterm_birth,579,6.73575129533679,104.001479324377,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,70% - 75%,c00_preterm_birth,579,6.39032815198618,110.399429347629,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,75% - 80%,c00_preterm_birth,579,6.04490500863558,117.556281533386,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,80% - 85%,c00_preterm_birth,579,6.56303972366149,126.09527178175,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,85% - 90%,c00_preterm_birth,579,5.69948186528497,136.932944088495,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,90% - 95%,c00_preterm_birth,579,5.87219343696028,155.345596610654,Total,20,Vroeggeboorte
Groningen,Total,No Migration Background,Two Parents,95% - 100%,c00_preterm_birth,579,5.18134715025907,226.722640800719,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,0% - 5%,c00_preterm_birth,255,5.88235294117647,14.6591518638821,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,5% - 10%,c00_preterm_birth,255,9.01960784313725,22.3396553755399,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,10% - 15%,c00_preterm_birth,254,5.51181102362205,26.3195701346695,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,15% - 20%,c00_preterm_birth,254,6.2992125984252,29.3697621596639,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,20% - 25%,c00_preterm_birth,254,7.08661417322835,32.9020253736271,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,25% - 30%,c00_preterm_birth,254,8.26771653543307,37.2799373270076,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,30% - 35%,c00_preterm_birth,254,5.51181102362205,42.5757871957896,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,35% - 40%,c00_preterm_birth,254,5.90551181102362,48.0758888377558,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,40% - 45%,c00_preterm_birth,254,5.11811023622047,53.3730608503777,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,45% - 50%,c00_preterm_birth,254,7.8740157480315,59.4223348435112,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,50% - 55%,c00_preterm_birth,254,8.26771653543307,65.3545159866896,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,55% - 60%,c00_preterm_birth,254,6.2992125984252,70.766479520087,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,60% - 65%,c00_preterm_birth,254,6.69291338582677,76.9469047216385,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,65% - 70%,c00_preterm_birth,254,9.44881889763779,83.3726114897935,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,70% - 75%,c00_preterm_birth,254,3.93700787401575,89.9834118207988,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,75% - 80%,c00_preterm_birth,254,6.69291338582677,98.1412873139956,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,80% - 85%,c00_preterm_birth,254,8.26771653543307,110.512550703517,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,85% - 90%,c00_preterm_birth,254,6.69291338582677,125.467049645122,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,90% - 95%,c00_preterm_birth,254,7.08661417322835,148.428246540372,Total,20,Vroeggeboorte
Groningen,Total,Overig,Total,95% - 100%,c00_preterm_birth,254,6.2992125984252,227.561948166844,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,0% - 5%,c00_preterm_birth,346,6.64739884393064,14.6236337941108,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,5% - 10%,c00_preterm_birth,346,5.49132947976879,21.8048572211932,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,10% - 15%,c00_preterm_birth,345,8.40579710144928,25.5186403963518,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,15% - 20%,c00_preterm_birth,345,7.53623188405797,27.8939634914087,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,20% - 25%,c00_preterm_birth,345,6.95652173913043,30.2855905753753,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,25% - 30%,c00_preterm_birth,345,6.95652173913043,33.5571639414817,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,30% - 35%,c00_preterm_birth,345,8.69565217391304,37.7885024504438,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,35% - 40%,c00_preterm_birth,345,6.08695652173913,42.8570745201928,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,40% - 45%,c00_preterm_birth,345,5.50724637681159,48.0051192436877,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,45% - 50%,c00_preterm_birth,345,5.50724637681159,53.0919405373857,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,50% - 55%,c00_preterm_birth,345,6.66666666666667,58.9378863760977,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,55% - 60%,c00_preterm_birth,345,7.2463768115942,65.0451053156049,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,60% - 65%,c00_preterm_birth,345,6.66666666666667,70.6104553198744,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,65% - 70%,c00_preterm_birth,345,7.2463768115942,77.1473153670682,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,70% - 75%,c00_preterm_birth,345,9.85507246376812,84.7523491224865,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,75% - 80%,c00_preterm_birth,345,6.08695652173913,92.5138993687807,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,80% - 85%,c00_preterm_birth,345,8.40579710144928,102.672046152537,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,85% - 90%,c00_preterm_birth,345,8.98550724637681,118.249090629227,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,90% - 95%,c00_preterm_birth,345,6.08695652173913,140.954325598514,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Total,95% - 100%,c00_preterm_birth,345,5.79710144927536,214.88804818023,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,0% - 5%,c00_preterm_birth,273,6.22710622710623,16.8311141136094,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,5% - 10%,c00_preterm_birth,273,7.69230769230769,25.5182968313157,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,10% - 15%,c00_preterm_birth,273,6.22710622710623,29.4950046146685,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,15% - 20%,c00_preterm_birth,273,7.69230769230769,33.349137172398,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,20% - 25%,c00_preterm_birth,273,8.79120879120879,37.9154128477751,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,25% - 30%,c00_preterm_birth,273,6.22710622710623,43.2890310528535,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,30% - 35%,c00_preterm_birth,273,4.76190476190476,48.4397514460711,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,35% - 40%,c00_preterm_birth,273,6.22710622710623,53.1487231489786,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,40% - 45%,c00_preterm_birth,273,6.59340659340659,58.4251681959973,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,45% - 50%,c00_preterm_birth,273,5.12820512820513,63.8891124748328,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,50% - 55%,c00_preterm_birth,273,6.22710622710623,68.8040185783001,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,55% - 60%,c00_preterm_birth,273,7.69230769230769,73.9845115181787,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,60% - 65%,c00_preterm_birth,273,7.69230769230769,80.1961117042824,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,65% - 70%,c00_preterm_birth,273,9.15750915750916,86.4657703153945,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,70% - 75%,c00_preterm_birth,273,5.49450549450549,92.8935545897508,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,75% - 80%,c00_preterm_birth,273,7.32600732600733,101.027259748284,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,80% - 85%,c00_preterm_birth,273,9.15750915750916,113.002641241372,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,85% - 90%,c00_preterm_birth,272,5.88235294117647,127.776777702819,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,90% - 95%,c00_preterm_birth,272,6.98529411764706,150.108069893208,Total,20,Vroeggeboorte
Groningen,Total,With Migration Background,Two Parents,95% - 100%,c00_preterm_birth,272,6.61764705882353,227.82528124909,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,0% - 5%,c00_preterm_birth,497,7.84708249496982,17.7200944415203,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,5% - 10%,c00_preterm_birth,497,10.4627766599598,25.9351756197154,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,10% - 15%,c00_preterm_birth,497,6.43863179074447,30.0442762967231,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,15% - 20%,c00_preterm_birth,497,9.05432595573441,35.1949220033883,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,20% - 25%,c00_preterm_birth,497,8.65191146881288,41.8129150354234,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,25% - 30%,c00_preterm_birth,497,5.83501006036217,48.2103358434625,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,30% - 35%,c00_preterm_birth,497,7.24346076458753,54.1686865261687,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,35% - 40%,c00_preterm_birth,496,6.45161290322581,59.8541320919469,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,40% - 45%,c00_preterm_birth,496,7.86290322580645,65.5375094069904,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,45% - 50%,c00_preterm_birth,496,4.23387096774194,70.9151838237926,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,50% - 55%,c00_preterm_birth,496,6.25,76.3814536281382,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,55% - 60%,c00_preterm_birth,496,8.66935483870968,82.4269726764646,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,60% - 65%,c00_preterm_birth,496,5.64516129032258,88.0837677074771,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,65% - 70%,c00_preterm_birth,496,7.66129032258065,94.4575980054265,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,70% - 75%,c00_preterm_birth,496,7.25806451612903,101.80709127218,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,75% - 80%,c00_preterm_birth,496,6.65322580645161,110.181024574591,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,80% - 85%,c00_preterm_birth,496,5.24193548387097,119.353091332718,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,85% - 90%,c00_preterm_birth,496,6.45161290322581,131.354400891267,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,90% - 95%,c00_preterm_birth,496,7.45967741935484,150.93626776226,Total,20,Vroeggeboorte
Groningen,Men,Total,Total,95% - 100%,c00_preterm_birth,496,5.64516129032258,224.398329568387,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,0% - 5%,c00_preterm_birth,433,8.08314087759815,20.8523982571007,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,5% - 10%,c00_preterm_birth,433,6.23556581986143,30.453397245088,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,10% - 15%,c00_preterm_birth,433,10.161662817552,37.1702185308212,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,15% - 20%,c00_preterm_birth,433,5.54272517321016,44.6538489301572,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,20% - 25%,c00_preterm_birth,433,6.9284064665127,50.8990528352956,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,25% - 30%,c00_preterm_birth,433,6.9284064665127,56.5084209815403,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,30% - 35%,c00_preterm_birth,433,5.77367205542725,61.9164157560628,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,35% - 40%,c00_preterm_birth,433,6.69745958429561,67.183335030649,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,40% - 45%,c00_preterm_birth,433,4.84988452655889,72.158726064011,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,45% - 50%,c00_preterm_birth,433,6.23556581986143,77.3393198515485,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,50% - 55%,c00_preterm_birth,433,8.31408775981524,82.799942776553,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,55% - 60%,c00_preterm_birth,433,6.23556581986143,87.8759422343529,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,60% - 65%,c00_preterm_birth,433,7.39030023094688,93.4644728585759,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,65% - 70%,c00_preterm_birth,433,5.08083140877598,99.9437787716619,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,70% - 75%,c00_preterm_birth,432,9.02777777777778,107.037569794323,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,75% - 80%,c00_preterm_birth,432,4.86111111111111,114.814073297161,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,80% - 85%,c00_preterm_birth,432,7.17592592592593,123.67628728352,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,85% - 90%,c00_preterm_birth,432,5.09259259259259,135.701850325093,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,90% - 95%,c00_preterm_birth,432,7.17592592592593,155.705314754104,Total,20,Vroeggeboorte
Groningen,Men,Total,Two Parents,95% - 100%,c00_preterm_birth,432,6.25,231.880065742557,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,0% - 5%,c00_preterm_birth,323,10.5263157894737,21.2614639987205,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,5% - 10%,c00_preterm_birth,323,6.19195046439629,30.9674846719226,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,10% - 15%,c00_preterm_birth,323,10.8359133126935,39.1537594576336,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,15% - 20%,c00_preterm_birth,323,5.88235294117647,46.9524962589898,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,20% - 25%,c00_preterm_birth,323,7.43034055727554,53.5085400577079,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,25% - 30%,c00_preterm_birth,323,6.19195046439629,59.1843109066983,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,30% - 35%,c00_preterm_birth,323,5.26315789473684,64.6295037361472,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,35% - 40%,c00_preterm_birth,323,6.5015479876161,69.9061140911295,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,40% - 45%,c00_preterm_birth,323,4.3343653250774,74.7189130514032,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,45% - 50%,c00_preterm_birth,323,8.35913312693498,80.0580889779779,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,50% - 55%,c00_preterm_birth,323,5.57275541795666,85.1189904102465,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,55% - 60%,c00_preterm_birth,323,7.43034055727554,90.1369261167654,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,60% - 65%,c00_preterm_birth,323,7.73993808049536,96.0744898482767,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,65% - 70%,c00_preterm_birth,323,7.12074303405573,102.448372948212,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,70% - 75%,c00_preterm_birth,323,6.81114551083591,109.261286067904,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,75% - 80%,c00_preterm_birth,323,5.57275541795666,116.370350137944,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,80% - 85%,c00_preterm_birth,323,7.12074303405573,124.695988682913,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,85% - 90%,c00_preterm_birth,323,5.57275541795666,136.103462787743,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,90% - 95%,c00_preterm_birth,322,6.2111801242236,155.275383919707,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Total,95% - 100%,c00_preterm_birth,322,5.90062111801242,226.078953558212,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Two Parents,0% - 5%,c00_preterm_birth,298,7.71812080536913,24.3808531045629,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Two Parents,5% - 10%,c00_preterm_birth,298,8.7248322147651,36.7845641958973,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Two Parents,10% - 15%,c00_preterm_birth,298,5.36912751677852,46.0017651852222,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Two Parents,15% - 20%,c00_preterm_birth,298,6.71140939597315,52.8589025010778,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Two Parents,20% - 25%,c00_preterm_birth,298,6.3758389261745,58.5703001496568,Total,20,Vroeggeboorte
Groningen,Men,No Migration Background,Two Parents,25% - 30%,c00_preterm_birth,298,6.04026845637584,63.9297652579151,Total,20,Vroeggeboorte
