geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL
Groningen,Vrouwen,Suriname,Tweeoudergezin,Totaal,c00_preterm_birth,219,10.0456621004566,72.133673421943,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Nederlandse Antillen,Totaal,Totaal,c00_preterm_birth,345,6.3768115942029,48.209836548166,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Nederlandse Antillen,Eenoudergezin,Totaal,c00_preterm_birth,164,6.09756097560976,35.1896602516215,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Nederlandse Antillen,Tweeoudergezin,Totaal,c00_preterm_birth,181,6.62983425414365,60.0071233582947,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Overig,Totaal,Totaal,c00_preterm_birth,2513,6.725029844807,73.8389817317002,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Overig,Eenoudergezin,Totaal,c00_preterm_birth,362,7.4585635359116,37.2084256638951,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,2144,6.62313432835821,80.1425244280799,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,3433,6.61229245557821,68.9480658809059,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Wel migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,673,6.2407132243685,36.1241671489462,Totaal,1,Vroeggeboorte
Groningen,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,2749,6.72971989814478,77.1288615985935,Totaal,1,Vroeggeboorte
Almere,Totaal,Totaal,Totaal,Totaal,c00_preterm_birth,21239,7.84876877442441,75.3475971411603,Totaal,1,Vroeggeboorte
Almere,Totaal,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,3370,9.16913946587537,43.9644083017576,Totaal,1,Vroeggeboorte
Almere,Totaal,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,17744,7.59129846708747,81.6037470446196,Totaal,1,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,8027,8.18487604335368,85.5611741994583,Totaal,1,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,654,9.63302752293578,48.8641328682044,Totaal,1,Vroeggeboorte
Almere,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,7361,8.0695557668795,88.8804017251603,Totaal,1,Vroeggeboorte
Almere,Totaal,Turkije,Totaal,Totaal,c00_preterm_birth,541,5.17560073937153,66.784705747603,Totaal,1,Vroeggeboorte
Almere,Totaal,Turkije,Tweeoudergezin,Totaal,c00_preterm_birth,499,5.61122244488978,68.6817313720019,Totaal,1,Vroeggeboorte
Almere,Totaal,Marokko,Totaal,Totaal,c00_preterm_birth,1603,6.05115408608858,64.5981124057882,Totaal,1,Vroeggeboorte
Almere,Totaal,Marokko,Eenoudergezin,Totaal,c00_preterm_birth,158,10.7594936708861,37.8615027549866,Totaal,1,Vroeggeboorte
Almere,Totaal,Marokko,Tweeoudergezin,Totaal,c00_preterm_birth,1436,5.43175487465181,67.6883362276389,Totaal,1,Vroeggeboorte
Almere,Totaal,Suriname,Totaal,Totaal,c00_preterm_birth,3691,9.45543213221349,66.2000045932004,Totaal,1,Vroeggeboorte
Almere,Totaal,Suriname,Eenoudergezin,Totaal,c00_preterm_birth,1284,10.2803738317757,44.1688925260896,Totaal,1,Vroeggeboorte
Almere,Totaal,Suriname,Tweeoudergezin,Totaal,c00_preterm_birth,2379,8.99537620849096,78.4029330320655,Totaal,1,Vroeggeboorte
Almere,Totaal,Nederlandse Antillen,Totaal,Totaal,c00_preterm_birth,1001,9.29070929070929,61.9214214344075,Totaal,1,Vroeggeboorte
Almere,Totaal,Nederlandse Antillen,Eenoudergezin,Totaal,c00_preterm_birth,350,8.57142857142857,40.8776827381828,Totaal,1,Vroeggeboorte
Almere,Totaal,Nederlandse Antillen,Tweeoudergezin,Totaal,c00_preterm_birth,641,9.67238689547582,74.0312165424703,Totaal,1,Vroeggeboorte
Almere,Totaal,Overig,Totaal,Totaal,c00_preterm_birth,6376,6.94792973651192,73.3217080578382,Totaal,1,Vroeggeboorte
Almere,Totaal,Overig,Eenoudergezin,Totaal,c00_preterm_birth,883,7.58776896942242,42.3169296834691,Totaal,1,Vroeggeboorte
Almere,Totaal,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,5428,6.8349299926308,78.9021791076455,Totaal,1,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,13212,7.6445655464729,69.1423002105701,Totaal,1,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,2716,9.05743740795287,42.7845777176426,Totaal,1,Vroeggeboorte
Almere,Totaal,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,10383,7.25223923721468,76.4449822267962,Totaal,1,Vroeggeboorte
Almere,Mannen,Totaal,Totaal,Totaal,c00_preterm_birth,10861,8.35098057269128,75.3810283978803,Totaal,1,Vroeggeboorte
Almere,Mannen,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,1721,10.110400929692,44.3857720351794,Totaal,1,Vroeggeboorte
Almere,Mannen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,9076,8.03217276333186,81.5698988534752,Totaal,1,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,4153,8.69251143751505,85.3395815033616,Totaal,1,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,346,11.849710982659,49.9245948628155,Totaal,1,Vroeggeboorte
Almere,Mannen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,3799,8.42326928138984,88.6357720229476,Totaal,1,Vroeggeboorte
Almere,Mannen,Turkije,Totaal,Totaal,c00_preterm_birth,280,5.71428571428571,67.7889282036171,Totaal,1,Vroeggeboorte
Almere,Mannen,Turkije,Tweeoudergezin,Totaal,c00_preterm_birth,263,6.08365019011407,69.6414340204497,Totaal,1,Vroeggeboorte
Almere,Mannen,Marokko,Totaal,Totaal,c00_preterm_birth,808,6.43564356435644,65.023303627103,Totaal,1,Vroeggeboorte
Almere,Mannen,Marokko,Eenoudergezin,Totaal,c00_preterm_birth,74,14.8648648648649,39.1741706801238,Totaal,1,Vroeggeboorte
Almere,Mannen,Marokko,Tweeoudergezin,Totaal,c00_preterm_birth,728,5.35714285714286,67.8040562037606,Totaal,1,Vroeggeboorte
Almere,Mannen,Suriname,Totaal,Totaal,c00_preterm_birth,1851,10.3187466234468,66.3558543319852,Totaal,1,Vroeggeboorte
Almere,Mannen,Suriname,Eenoudergezin,Totaal,c00_preterm_birth,653,10.7197549770291,44.8131881963667,Totaal,1,Vroeggeboorte
Almere,Mannen,Suriname,Tweeoudergezin,Totaal,c00_preterm_birth,1186,10.2023608768971,78.5564946796846,Totaal,1,Vroeggeboorte
Almere,Mannen,Nederlandse Antillen,Totaal,Totaal,c00_preterm_birth,512,9.1796875,59.4196697441842,Totaal,1,Vroeggeboorte
Almere,Mannen,Nederlandse Antillen,Eenoudergezin,Totaal,c00_preterm_birth,184,8.69565217391304,41.4633795563849,Totaal,1,Vroeggeboorte
Almere,Mannen,Nederlandse Antillen,Tweeoudergezin,Totaal,c00_preterm_birth,321,9.65732087227414,70.4784473756355,Totaal,1,Vroeggeboorte
Almere,Mannen,Overig,Totaal,Totaal,c00_preterm_birth,3257,7.36874424316856,73.5433776299289,Totaal,1,Vroeggeboorte
Almere,Mannen,Overig,Eenoudergezin,Totaal,c00_preterm_birth,448,8.03571428571429,41.6988411178677,Totaal,1,Vroeggeboorte
Almere,Mannen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,2779,7.26880172724001,79.2128354507241,Totaal,1,Vroeggeboorte
Almere,Mannen,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,6708,8.13953488372093,69.2155735608105,Totaal,1,Vroeggeboorte
Almere,Mannen,Wel migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,1375,9.67272727272727,42.9920028000069,Totaal,1,Vroeggeboorte
Almere,Mannen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,5277,7.75061588023498,76.4830593289678,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Totaal,Totaal,Totaal,c00_preterm_birth,10378,7.32318365773752,75.3126099683683,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,1649,8.18677986658581,43.5246466369795,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,8668,7.12967235809875,81.6391884593434,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,3874,7.64068146618482,85.798725688072,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Zonder migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,308,7.14285714285714,47.6728346534789,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,3562,7.69230769230769,89.1413080246286,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Turkije,Totaal,Totaal,c00_preterm_birth,261,4.59770114942529,65.7073789748676,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Turkije,Tweeoudergezin,Totaal,c00_preterm_birth,236,5.08474576271187,67.6122322341131,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Marokko,Totaal,Totaal,c00_preterm_birth,795,5.66037735849057,64.1659683720494,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Marokko,Tweeoudergezin,Totaal,c00_preterm_birth,708,5.50847457627119,67.5693473256381,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Suriname,Totaal,Totaal,c00_preterm_birth,1840,8.58695652173913,66.0432231440207,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Suriname,Eenoudergezin,Totaal,c00_preterm_birth,631,9.8256735340729,43.5021332983702,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Suriname,Tweeoudergezin,Totaal,c00_preterm_birth,1193,7.79547359597653,78.2502724167458,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Nederlandse Antillen,Totaal,Totaal,c00_preterm_birth,489,9.40695296523517,64.5408424270339,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Nederlandse Antillen,Eenoudergezin,Totaal,c00_preterm_birth,166,8.43373493975904,40.2284766264408,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Nederlandse Antillen,Tweeoudergezin,Totaal,c00_preterm_birth,320,9.6875,77.5950881129515,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Overig,Totaal,Totaal,c00_preterm_birth,3119,6.50849631292081,73.0902307265464,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Overig,Eenoudergezin,Totaal,c00_preterm_birth,435,7.1264367816092,42.9534898613759,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,2649,6.37976594941487,78.5762772664165,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,6504,7.13407134071341,69.066728618717,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Wel migratieachtergrond,Eenoudergezin,Totaal,c00_preterm_birth,1341,8.42654735272185,42.5718935355017,Totaal,1,Vroeggeboorte
Almere,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,5106,6.73717195456326,76.4056299220254,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Totaal,Totaal,Totaal,c00_preterm_birth,2322,8.31180017226529,64.7249318148414,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,125,8,35.4601373451215,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,2178,8.40220385674931,66.764395552949,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,1946,8.63309352517986,66.7205196786468,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,1852,8.63930885529158,68.2004670091332,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Overig,Totaal,Totaal,c00_preterm_birth,327,5.81039755351682,55.4054483001304,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,284,6.33802816901408,59.6075629552598,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,376,6.64893617021277,54.3967031367419,Totaal,1,Vroeggeboorte
Stadskanaal,Totaal,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,326,7.05521472392638,58.6061000411293,Totaal,1,Vroeggeboorte
Stadskanaal,Mannen,Totaal,Totaal,Totaal,c00_preterm_birth,1197,7.5187969924812,64.7745515469386,Totaal,1,Vroeggeboorte
Stadskanaal,Mannen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,1117,7.52014324082363,66.8731034529806,Totaal,1,Vroeggeboorte
Stadskanaal,Mannen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,1003,8.07577268195414,66.5498172292953,Totaal,1,Vroeggeboorte
Stadskanaal,Mannen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,952,7.98319327731092,68.0064907591304,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Totaal,Totaal,Totaal,c00_preterm_birth,1125,9.15555555555556,64.67213641989,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,1061,9.33081998114986,66.6499500069213,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,943,9.22587486744433,66.9020833654968,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,900,9.33333333333333,68.4056507758029,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Overig,Totaal,Totaal,c00_preterm_birth,159,6.91823899371069,54.8236104171427,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,141,7.80141843971631,58.6366430384556,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,182,8.79120879120879,53.1180706522676,Totaal,1,Vroeggeboorte
Stadskanaal,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,161,9.3167701863354,56.8354736591364,Totaal,1,Vroeggeboorte
Veendam,Totaal,Totaal,Totaal,Totaal,c00_preterm_birth,2323,8.73869995695222,66.039002023667,Totaal,1,Vroeggeboorte
Veendam,Totaal,Totaal,Eenoudergezin,Totaal,c00_preterm_birth,160,6.25,37.1403216793259,Totaal,1,Vroeggeboorte
Veendam,Totaal,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,2162,8.92691951896392,68.179002678625,Totaal,1,Vroeggeboorte
Veendam,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,1807,8.57775318206973,67.7767088862628,Totaal,1,Vroeggeboorte
Veendam,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,1703,8.69054609512625,69.5920857649164,Totaal,1,Vroeggeboorte
Veendam,Totaal,Turkije,Totaal,Totaal,c00_preterm_birth,106,10.377358490566,54.766213000174,Totaal,1,Vroeggeboorte
Veendam,Totaal,Turkije,Tweeoudergezin,Totaal,c00_preterm_birth,99,11.1111111111111,55.7804083686737,Totaal,1,Vroeggeboorte
Veendam,Totaal,Overig,Totaal,Totaal,c00_preterm_birth,320,10.625,62.1354953566883,Totaal,1,Vroeggeboorte
Veendam,Totaal,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,291,10.6529209621993,64.5312455459252,Totaal,1,Vroeggeboorte
Veendam,Totaal,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,516,9.30232558139535,59.9536603556231,Totaal,1,Vroeggeboorte
Veendam,Totaal,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,459,9.80392156862745,62.9361257811215,Totaal,1,Vroeggeboorte
Veendam,Mannen,Totaal,Totaal,Totaal,c00_preterm_birth,1175,10.1276595744681,66.0435165533936,Totaal,1,Vroeggeboorte
Veendam,Mannen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,1085,10.3225806451613,68.4539860162768,Totaal,1,Vroeggeboorte
Veendam,Mannen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,932,10.1931330472103,67.3297563263963,Totaal,1,Vroeggeboorte
Veendam,Mannen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,872,10.3211009174312,69.4492207441924,Totaal,1,Vroeggeboorte
Veendam,Mannen,Overig,Totaal,Totaal,c00_preterm_birth,159,10.062893081761,61.5356883353181,Totaal,1,Vroeggeboorte
Veendam,Mannen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,144,9.72222222222222,63.9708808894549,Totaal,1,Vroeggeboorte
Veendam,Mannen,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,243,9.8765432098765409,61.1102841729881,Totaal,1,Vroeggeboorte
Veendam,Mannen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,213,10.3286384976526,64.3795978343872,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Totaal,Totaal,Totaal,c00_preterm_birth,1148,7.31707317073171,66.0343813159764,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,1077,7.52089136490251,67.901976753507,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,875,6.85714285714286,68.2527772128862,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,831,6.97954271961492,69.7419994810069,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Overig,Totaal,Totaal,c00_preterm_birth,161,11.1801242236025,62.7278513591595,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,147,11.5646258503401,65.0801741889982,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,273,8.79120879120879,58.9241380566499,Totaal,1,Vroeggeboorte
Veendam,Vrouwen,Wel migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,246,9.34959349593496,61.686290222806,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Totaal,Totaal,Totaal,c00_preterm_birth,1968,5.99593495934959,83.2205920138508,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Totaal,Tweeoudergezin,Totaal,c00_preterm_birth,1857,6.03123317178244,85.7974148713781,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Zonder migratieachtergrond,Totaal,Totaal,c00_preterm_birth,1432,6.49441340782123,86.9621105565932,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Zonder migratieachtergrond,Tweeoudergezin,Totaal,c00_preterm_birth,1380,6.44927536231884,88.5459926467276,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Overig,Totaal,Totaal,c00_preterm_birth,436,5.27522935779817,74.3983538494484,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Overig,Tweeoudergezin,Totaal,c00_preterm_birth,407,5.15970515970516,77.0498562893644,Totaal,1,Vroeggeboorte
Zeewolde,Totaal,Wel migratieachtergrond,Totaal,Totaal,c00_preterm_birth,536,4.66417910447761,73.2245947130913,Totaal,1,Vroeggeboorte
